order_placement,customer_name,time_of_order,location,product_id,quantity,payment_method
2025-05-03 01:58:13.550792,Connor Perez,07:32:36,"New Patrick, Rhode Island, Jamaica - 51335",ELEC-LAP-0001,4,Paypal
2025-04-19 19:13:17.545212,David Anderson,16:04:34,"Lake Brandon, North Dakota, Azerbaijan - 55493",GROC-VEG-0004,3,Debit Card
2025-04-05 03:14:17.796667,Robin Black,01:32:26,"East David, Michigan, Mexico - 69265",GROC-BEV-0004,2,Paypal
2025-05-02 12:52:30.491540,Sherri Roman,01:29:18,"Port Matthewmouth, Kentucky, Indonesia - 21530",APPR-SHS-0004,5,Credit Card
2025-04-12 09:57:40.602777,Andre Spencer,02:19:53,"Rogerfurt, Nebraska, Norfolk Island - 26342",GROC-BEV-0001,2,Paypal
2025-04-21 14:15:34.831415,Christopher Thornton,17:01:21,"Aliciatown, Wyoming, Kazakhstan - 04567",FURN-DSK-0004,3,Credit Card
2025-05-03 10:12:28.352969,Sheryl Hicks,03:20:40,"New Catherine, Maine, Norway - 21650",APPR-SHT-0001,3,Credit Card
2025-04-17 04:00:46.860970,Jessica Rasmussen,02:03:02,"Shannonside, Montana, Iraq - 88116",FURN-CHR-0002,2,Debit Card
2025-04-21 18:54:08.705564,Brian Allen,00:48:36,"Lake Brianfurt, California, Guam - 60106",FURN-BED-0001,1,Paypal
2025-04-13 10:15:02.630941,Joseph Stanley Jr.,03:16:09,"Lake Angela, Oklahoma, Estonia - 99409",FURN-CAB-0007,4,Debit Card
2025-04-14 14:41:38.261001,Victoria Benitez,12:00:29,"Suzannechester, Connecticut, Honduras - 14863",FURN-CAB-0005,2,Credit Card
2025-04-20 09:47:02.747217,Sara Fields,16:00:51,"Parkerburgh, West Virginia, Jamaica - 06048",GROC-BEV-0001,4,Paypal
2025-04-17 10:36:32.109282,Jeff Smith,23:33:02,"West Danielland, South Dakota, Lao People's Democratic Republic - 81415",APPR-SHS-0001,5,Debit Card
2025-04-07 18:42:06.396786,David Patton,11:16:54,"West Wayne, Ohio, Greenland - 03167",AUTO-OIL-0005,4,Paypal
2025-04-29 06:44:55.093496,Loretta Long,19:54:01,"Karenstad, Georgia, Norfolk Island - 07821",GROC-SNK-0001,1,Credit Card
2025-04-12 21:47:06.348569,Christopher Barnett,18:55:46,"Paulhaven, Louisiana, Haiti - 79648",FURN-DSK-0005,4,Credit Card
2025-04-09 04:19:33.007641,Sierra Hall,14:04:25,"Port Charlestown, Oregon, Falkland Islands (Malvinas) - 64717",FURN-CAB-0005,4,Credit Card
2025-04-26 15:30:46.496951,Scott Martinez,14:10:44,"Abbottmouth, California, Romania - 31354",GROC-VEG-0007,5,Debit Card
2025-04-24 11:58:02.406597,Jessica Figueroa,20:33:43,"South Ryan, Maryland, Wallis and Futuna - 65277",FURN-CAB-0007,4,Paypal
2025-04-28 08:15:58.550134,Keith Dalton,03:04:25,"North Megan, Iowa, Ecuador - 52398",ELEC-CAM-0003,2,Debit Card
2025-04-08 12:17:52.458426,Savannah Fischer,02:23:55,"New Christophermouth, Hawaii, Germany - 12201",GROC-BEV-0001,1,Credit Card
2025-04-10 17:41:36.959192,Bryan Murphy,10:01:37,"South Danielle, Missouri, Canada - 86676",ELEC-LAP-0003,4,Paypal
2025-04-04 02:01:28.753753,Stephanie Koch,15:25:09,"South Gregory, Connecticut, Chad - 30378",GROC-SNK-0001,1,Paypal
2025-04-21 07:24:20.226351,George Payne,10:04:12,"South Nancystad, Utah, Marshall Islands - 79572",AUTO-TIR-0005,4,Paypal
2025-04-28 20:34:43.645446,William Richardson,07:55:42,"Johnsonport, West Virginia, Saint Barthelemy - 61261",ELEC-LAP-0004,4,Paypal
2025-04-13 22:39:49.337907,Jeffrey Freeman,18:47:12,"Paigeport, Oklahoma, Hong Kong - 87469",APPR-SHT-0002,3,Paypal
2025-04-19 12:07:14.458147,David Bolton,04:21:35,"Larryview, Hawaii, British Virgin Islands - 73583",GROC-SNK-0003,1,Debit Card
2025-04-11 07:51:30.503890,Christopher Wilson,13:49:17,"Port Gregory, North Dakota, Nepal - 94694",ELEC-TAB-0002,5,Paypal
2025-04-22 22:38:07.636238,Wesley Griffith,17:43:50,"East Deborahchester, Massachusetts, Papua New Guinea - 28615",GROC-VEG-0003,2,Paypal
2025-04-29 22:02:16.843025,Hannah Cook,09:35:06,"Port Belinda, Ohio, Croatia - 90225",FURN-DSK-0005,1,Paypal
2025-04-11 02:44:27.341657,Catherine Lee,17:22:53,"Monroeborough, Alabama, Lesotho - 14459",AUTO-FIL-0001,3,Debit Card
2025-04-21 08:17:32.798732,Jill Mason,02:07:37,"Lake Loriton, Nebraska, Kuwait - 02792",AUTO-BAT-0003,5,Credit Card
2025-04-21 22:47:28.752503,Gary Sanchez,10:55:04,"Gilmorehaven, Florida, Sweden - 53644",FURN-CHR-0013,5,Credit Card
2025-04-04 18:25:53.504457,Thomas Bray,07:43:01,"Clarkchester, Texas, Belize - 10535",FURN-CHR-0003,5,Credit Card
2025-04-18 15:46:25.141265,Jamie Morris,17:11:54,"Port Davidburgh, Oregon, Falkland Islands (Malvinas) - 30924",ELEC-LAP-0002,4,Credit Card
2025-04-30 10:27:50.709069,Tara Vega,16:52:37,"Phillipsburgh, Iowa, Cote d'Ivoire - 91409",AUTO-TIR-0002,4,Credit Card
2025-04-15 15:35:02.236045,Victoria Scott,04:41:16,"West Larry, Washington, Spain - 73846",GROC-FRT-0002,1,Credit Card
2025-04-25 03:57:34.798280,Brianna Mcclure,18:31:10,"New Wayne, Maine, Cuba - 25923",ELEC-SM-0013,2,Paypal
2025-04-18 00:41:16.777116,Connie Mcdowell,12:40:52,"Lake Annetteside, Maryland, Peru - 52446",GROC-VEG-0004,1,Credit Card
2025-04-07 00:45:29.606397,Christopher Bell,15:08:39,"Port Carlos, North Carolina, Burkina Faso - 70366",AUTO-TIR-0004,1,Paypal
2025-04-06 06:59:44.014850,Brian Clay,22:57:05,"New Nicholas, Maryland, San Marino - 04978",GROC-VEG-0003,2,Paypal
2025-04-29 23:28:44.589955,Stacey Hale,20:08:36,"West Laurabury, New York, Japan - 48440",APPR-SHT-0002,5,Debit Card
2025-04-24 11:19:07.212428,Jeremy Boyd,02:37:25,"Lake Morganchester, Nevada, Puerto Rico - 34706",GROC-VEG-0005,5,Paypal
2025-05-02 14:45:36.982623,Sabrina Washington,06:19:42,"West Geraldview, Pennsylvania, Anguilla - 07604",FURN-CHR-0003,2,Paypal
2025-04-03 16:34:36.615938,Kim Castillo,03:23:50,"West Ashley, Arizona, Monaco - 34625",AUTO-TIR-0002,5,Credit Card
2025-04-20 21:17:01.090397,Cody Tapia,18:52:48,"North Amber, Oregon, Fiji - 80225",AUTO-FIL-0005,3,Debit Card
2025-04-18 04:10:42.828388,Cameron Mata,09:31:04,"Port Randybury, Massachusetts, Svalbard & Jan Mayen Islands - 50358",FURN-CAB-0001,4,Credit Card
2025-04-17 01:19:12.906417,Matthew Hill,03:09:29,"New Julie, Kentucky, New Zealand - 42627",FURN-CHR-0005,3,Paypal
2025-04-28 03:15:46.113065,Michael Garcia,07:38:43,"South Jeanetteside, Michigan, Faroe Islands - 56241",ELEC-LAP-0008,3,Debit Card
2025-04-25 21:54:42.514575,Ashley Baker,13:39:25,"Wendytown, Rhode Island, Tuvalu - 28310",APPR-JNS-0006,4,Paypal
2025-04-08 10:36:54.789494,Laura Ramos,01:42:42,"East Matthew, Florida, Maldives - 69604",APPR-SHT-0004,2,Debit Card
2025-04-07 02:03:59.631789,Melvin Hodge,22:04:05,"Jesseside, Illinois, Niue - 88928",APPR-JNS-0012,2,Debit Card
2025-04-07 20:44:59.699361,Antonio Townsend,01:49:17,"Port Angela, Nebraska, Nicaragua - 87087",ELEC-SM-0004,4,Debit Card
2025-04-26 00:28:24.370830,Laura Johnson,02:52:12,"Mathewville, New Hampshire, Romania - 27807",FURN-CHR-0012,4,Paypal
2025-05-01 13:51:54.999695,James Goodwin,15:17:29,"Shanechester, South Dakota, Slovenia - 96925",AUTO-FIL-0004,4,Debit Card
2025-04-13 14:40:51.846274,Kyle Guzman,04:59:26,"Jamesland, Virginia, Monaco - 74031",APPR-SHS-0006,5,Paypal
2025-04-20 08:17:27.436662,Robin Rich,07:06:56,"Reynoldstown, Nevada, Jordan - 68129",AUTO-OIL-0003,4,Credit Card
2025-04-30 14:54:28.787861,Charles Hall,19:05:44,"Frosthaven, Texas, Latvia - 62120",FURN-CAB-0002,3,Credit Card
2025-05-01 04:39:26.408186,Gregory Wright,07:25:19,"North Josephfurt, New Hampshire, Turks and Caicos Islands - 13750",ELEC-SM-0013,3,Credit Card
2025-04-13 06:53:19.936320,Michael Wood,09:44:46,"Angelaborough, North Dakota, Iceland - 22456",ELEC-CAM-0002,3,Credit Card
2025-04-27 15:56:57.979799,Patricia Russell,01:26:23,"Amandamouth, Arkansas, Uzbekistan - 03442",ELEC-SM-0004,2,Paypal
2025-04-11 04:18:54.988343,Mark Obrien,05:57:39,"Lake Racheltown, Arizona, Australia - 76111",ELEC-LAP-0002,3,Credit Card
2025-04-09 07:17:32.465746,Jeffrey Huang,01:50:29,"Burtonmouth, Oregon, Reunion - 12079",ELEC-LAP-0001,1,Paypal
2025-04-16 18:13:44.660842,Dominique Taylor,13:17:24,"Scottborough, Wyoming, China - 42446",AUTO-FIL-0007,5,Paypal
2025-04-22 07:04:32.827558,Patricia Martinez,13:37:24,"Cameronland, Delaware, Northern Mariana Islands - 82013",AUTO-TIR-0002,2,Paypal
2025-04-29 01:54:05.679552,Jason Harris,23:00:16,"Lake Rayburgh, New Mexico, Bolivia - 63194",ELEC-SM-0007,5,Paypal
2025-04-18 16:44:16.135992,Corey Ramos,03:48:48,"South Jasmine, New Jersey, Estonia - 95676",GROC-BEV-0001,3,Debit Card
2025-04-21 22:06:01.741971,Amanda Martin,17:54:29,"Welchmouth, Kansas, Mexico - 79670",APPR-SHS-0006,4,Debit Card
2025-05-03 13:58:19.411762,Travis Howell,11:25:56,"Allenview, Colorado, Saudi Arabia - 45636",APPR-JKT-0005,5,Paypal
2025-04-30 12:04:36.108303,Gary Manning,12:15:53,"South Lisafurt, Delaware, Turkey - 46664",FURN-BED-0004,2,Credit Card
2025-04-08 04:13:31.315541,Emily Stone,20:35:46,"Lake Ginamouth, Mississippi, Pitcairn Islands - 73215",GROC-SNK-0001,2,Debit Card
2025-04-10 13:07:51.835424,Karina Ramirez,18:32:05,"Lake Erin, Alabama, French Southern Territories - 64216",APPR-JKT-0005,3,Paypal
2025-04-15 17:52:59.279879,Janice Patton,20:31:02,"Brownside, North Dakota, Cape Verde - 61275",APPR-SHT-0009,4,Credit Card
2025-05-03 01:57:42.779529,Maurice Sherman,04:37:01,"New Randallbury, Iowa, Saint Martin - 29132",ELEC-LAP-0002,3,Debit Card
2025-04-10 19:00:18.392714,Natalie Taylor,22:06:04,"New Madison, Massachusetts, French Polynesia - 51827",FURN-CAB-0004,1,Credit Card
2025-04-26 18:38:32.277619,Brett Parks,17:03:50,"New Maureen, New Jersey, Nepal - 82598",APPR-JKT-0001,2,Debit Card
2025-04-21 20:30:11.455048,Erica Foley,22:00:43,"Port Heatherton, Rhode Island, French Guiana - 83635",APPR-SHT-0006,1,Debit Card
2025-04-17 12:57:02.701158,Robert Lucas,03:54:49,"North Sherryland, Florida, El Salvador - 56946",ELEC-SM-0007,5,Credit Card
2025-04-20 12:04:55.783010,Omar Cervantes,13:08:44,"Port Allisonville, Delaware, Saint Lucia - 43310",ELEC-SM-0001,4,Credit Card
2025-04-11 02:15:04.678986,John Wise,13:34:20,"Wilsonfort, Wisconsin, Cambodia - 66770",FURN-CAB-0008,5,Paypal
2025-04-18 01:38:13.122195,Randy Galvan,00:08:16,"Andrewbury, Massachusetts, Dominican Republic - 50489",APPR-JKT-0007,1,Debit Card
2025-04-25 03:27:59.786102,Derek Hunter,03:02:09,"Lake Kyle, Massachusetts, Guernsey - 94991",ELEC-CAM-0003,5,Paypal
2025-04-04 10:01:38.989607,Kevin Potter,18:09:37,"Burkechester, Pennsylvania, Faroe Islands - 26214",AUTO-FIL-0008,4,Credit Card
2025-04-20 10:08:27.636497,Susan Lynn,08:39:28,"Anthonyfort, Missouri, Anguilla - 94077",FURN-CHR-0011,3,Credit Card
2025-04-21 14:40:42.489463,Michael Martin,12:54:06,"Ryanfurt, South Dakota, Pakistan - 85203",APPR-JNS-0009,4,Debit Card
2025-05-03 02:15:10.704140,Mr. Daniel Hayes,11:07:38,"New Jenniferville, Louisiana, Ghana - 09727",APPR-SHT-0006,1,Debit Card
2025-04-28 08:30:26.870904,Lisa King,15:32:49,"Davisborough, Washington, Heard Island and McDonald Islands - 11492",AUTO-BAT-0001,3,Debit Card
2025-04-16 15:45:58.187913,Eric Rogers,01:51:54,"Lunastad, Maine, Moldova - 50128",GROC-SNK-0003,4,Paypal
2025-04-17 19:54:22.847209,Adam Everett,03:35:42,"New Seth, Maine, Bouvet Island (Bouvetoya) - 76713",APPR-JKT-0010,5,Paypal
2025-05-01 16:13:57.729889,Anthony Fitzgerald,14:25:22,"New Jennifermouth, Kansas, Pitcairn Islands - 02994",AUTO-FIL-0003,1,Credit Card
2025-05-02 18:58:54.670272,Daniel Monroe,12:53:32,"New Erik, Iowa, Heard Island and McDonald Islands - 62282",AUTO-FIL-0005,1,Debit Card
2025-04-19 02:59:02.735491,Angela Austin,06:06:27,"Port Joseph, Michigan, Yemen - 72671",GROC-FRT-0007,2,Credit Card
2025-04-09 13:03:36.864922,Christine Cole,18:24:58,"Jorgeport, Tennessee, Belgium - 41516",AUTO-OIL-0002,1,Debit Card
2025-04-16 00:49:59.688598,Russell Ortiz,04:26:56,"New Courtney, Idaho, Swaziland - 19144",GROC-VEG-0006,4,Credit Card
2025-04-29 09:55:56.372973,James Figueroa,19:44:29,"Robbinston, Alabama, Morocco - 96639",ELEC-TAB-0002,4,Credit Card
2025-04-27 09:42:54.240519,Mary Olson,09:56:21,"Kramerstad, Kansas, Egypt - 01398",ELEC-CAM-0001,3,Debit Card
2025-04-20 12:02:58.617556,Jack Garcia,22:15:00,"Port Johnnyland, Colorado, Honduras - 58686",FURN-CHR-0004,3,Paypal
2025-04-25 02:19:48.279884,James Smith,23:56:51,"West Marie, North Carolina, South Africa - 66883",FURN-CHR-0010,1,Credit Card
2025-04-12 20:10:47.118937,Jeffrey Young,09:01:16,"Kathrynview, North Dakota, Saint Lucia - 25627",APPR-JKT-0002,4,Debit Card
2025-04-11 14:00:26.364727,Natasha Eaton,17:05:11,"Wolfhaven, Washington, Western Sahara - 02077",GROC-FRT-0005,1,Credit Card
2025-04-03 21:31:11.865799,Audrey Trujillo,08:27:41,"West Gina, Delaware, Micronesia - 19112",APPR-JKT-0004,1,Paypal
2025-04-06 18:58:06.189197,Jessica Frost,19:32:02,"Lake Courtney, Florida, Guernsey - 35815",APPR-SHS-0009,1,Debit Card
2025-04-19 03:17:01.583161,Randy Horton,14:54:27,"Austinville, Maryland, Palau - 61025",FURN-DSK-0007,1,Debit Card
2025-04-21 05:08:15.076495,Heidi Thomas,09:29:40,"West Nicole, Maine, Dominican Republic - 72992",ELEC-SM-0005,3,Credit Card
2025-04-20 19:10:39.660069,Marie Burton,20:25:40,"Port Linda, Missouri, Vanuatu - 28019",ELEC-CAM-0008,3,Paypal
2025-05-02 01:45:27.096096,Caleb Morrow,02:21:58,"North Sara, Indiana, Italy - 53247",ELEC-CAM-0008,4,Paypal
2025-04-18 05:35:56.767559,Scott Medina,01:28:36,"North Alexis, Maine, Germany - 88236",APPR-SHS-0006,3,Credit Card
2025-04-13 05:35:13.902938,Holly Ramirez,17:05:01,"Port Susanport, South Dakota, Reunion - 91212",AUTO-FIL-0001,4,Paypal
2025-04-06 09:59:02.046664,Amy Thompson,00:21:45,"Janefurt, Pennsylvania, El Salvador - 16654",ELEC-TAB-0003,5,Paypal
2025-04-29 12:39:23.694812,Jose Wong,10:24:10,"North Maureenmouth, Kentucky, Saint Barthelemy - 24046",APPR-SHS-0001,2,Credit Card
2025-04-07 06:56:09.722326,Ronnie Santos,04:44:44,"Andrewsbury, Texas, Ireland - 90434",ELEC-SM-0010,4,Credit Card
2025-04-08 23:20:39.894913,Barbara Smith,02:30:14,"New Jose, Rhode Island, Seychelles - 40882",FURN-CAB-0002,4,Debit Card
2025-05-01 13:51:21.350461,Joshua Green,02:15:47,"Kimberlymouth, Delaware, Uzbekistan - 35085",APPR-SHS-0005,4,Paypal
2025-04-14 17:49:16.388869,Jonathon Mclaughlin,17:03:10,"Heidifurt, Virginia, Niger - 35541",ELEC-SM-0012,4,Credit Card
2025-04-21 22:50:47.606941,Michael Wilson,01:50:13,"New Robert, Minnesota, Singapore - 96322",APPR-JKT-0001,4,Debit Card
2025-04-27 08:00:44.881458,Ashley Whitehead,08:40:07,"South Karenburgh, New Mexico, Palau - 30649",AUTO-TIR-0009,1,Paypal
2025-04-16 11:34:34.260631,Sheri Wilkinson,04:42:51,"Hannahmouth, Missouri, Bosnia and Herzegovina - 83570",AUTO-BAT-0007,4,Debit Card
2025-04-07 23:04:31.591356,Robert Roberson Jr.,17:06:55,"Simpsonmouth, Louisiana, Panama - 71863",APPR-SHT-0003,1,Paypal
2025-04-06 18:42:28.995387,Wendy Watkins MD,17:02:05,"Weavermouth, Connecticut, Suriname - 51345",APPR-SHS-0002,1,Paypal
2025-04-20 18:45:56.161633,Sabrina Wise,20:18:14,"Lake Aaronside, Georgia, Bouvet Island (Bouvetoya) - 62932",APPR-JNS-0013,5,Paypal
2025-05-02 12:34:27.927784,Todd Ballard,06:58:35,"Jessestad, South Dakota, United Kingdom - 29300",AUTO-BAT-0008,5,Debit Card
2025-04-06 23:52:21.456173,Mr. Thomas Pearson,17:34:02,"Lake Destiny, New Jersey, Solomon Islands - 14408",APPR-SHS-0005,1,Paypal
2025-04-23 11:11:30.502276,Mr. Gregory Hernandez DDS,01:03:01,"Wadeburgh, Iowa, Austria - 84249",AUTO-TIR-0006,5,Paypal
2025-04-13 19:53:39.554452,Diane Evans,07:07:50,"West Jon, New Mexico, Mozambique - 71111",AUTO-FIL-0008,5,Credit Card
2025-04-30 22:57:31.523875,Sarah Taylor,19:21:45,"New Denisetown, Utah, Pitcairn Islands - 98405",GROC-FRT-0008,1,Debit Card
2025-04-06 09:33:45.706700,Andres Wilson,03:16:19,"Baldwinview, New Jersey, Tuvalu - 08220",APPR-JNS-0012,4,Paypal
2025-04-22 05:21:56.334877,Michael Chen,16:48:12,"Danieltown, Nevada, Poland - 63622",ELEC-LAP-0008,3,Debit Card
2025-05-02 11:55:33.065085,Sandra Coleman,06:24:09,"West Lacey, Alaska, Latvia - 21651",ELEC-SM-0012,3,Debit Card
2025-04-26 02:56:35.077648,Christopher Torres,22:23:50,"East Jeffreyburgh, Ohio, Eritrea - 54269",GROC-VEG-0003,5,Debit Card
2025-04-22 14:50:04.728051,Ms. Holly Sullivan,02:10:25,"Emmaland, Nevada, Jamaica - 50042",FURN-CAB-0013,5,Paypal
2025-04-26 11:29:12.469231,Annette Gonzales,01:07:00,"New Sean, Alaska, Lesotho - 65139",FURN-CHR-0005,4,Paypal
2025-04-29 06:23:31.321551,Tammy Thomas,13:25:36,"Perezland, Oregon, Andorra - 64199",GROC-BEV-0007,4,Paypal
2025-04-19 20:10:23.364727,Christopher Reid,09:23:04,"South Seanmouth, Tennessee, Korea - 77122",APPR-JKT-0014,2,Credit Card
2025-04-26 07:03:22.480148,Eric Figueroa,00:09:00,"Smithland, Florida, South Africa - 14683",GROC-BEV-0005,2,Credit Card
2025-04-27 13:35:48.526265,Ronnie Leonard,03:41:22,"Perezville, Colorado, Turkey - 21220",AUTO-BAT-0003,1,Paypal
2025-04-29 13:02:13.533898,Eric Paul,07:16:25,"East Heather, North Dakota, Gabon - 57323",GROC-FRT-0008,2,Paypal
2025-04-17 11:28:37.704077,Derek Brown,08:09:16,"East Brian, Maryland, Uganda - 04596",FURN-CHR-0011,5,Debit Card
2025-04-20 08:22:58.708903,Jose Stephens,08:55:58,"Andersonmouth, South Carolina, Lithuania - 60527",FURN-CHR-0003,3,Debit Card
2025-04-22 08:32:53.168629,Michael Smith,06:31:10,"Georgeburgh, North Dakota, Panama - 01763",APPR-SHT-0008,2,Credit Card
2025-04-13 06:34:38.469156,Andrew Christensen,02:57:00,"West Michael, Pennsylvania, Iraq - 92898",ELEC-LAP-0001,5,Debit Card
2025-04-25 20:45:40.985952,Todd Adams,03:35:12,"New Caitlin, North Carolina, Syrian Arab Republic - 56291",AUTO-FIL-0002,2,Debit Card
2025-04-21 01:52:40.456393,Adrian Daniel,13:14:31,"Port Dustin, Nevada, Pakistan - 98089",ELEC-SM-0006,5,Debit Card
2025-04-24 04:45:15.017685,Linda Jones,04:56:30,"New Lynnstad, Virginia, American Samoa - 51792",GROC-BEV-0001,2,Debit Card
2025-04-06 11:50:03.876026,Michael Johnson,21:41:18,"West Jacquelinemouth, Mississippi, Guam - 84286",FURN-DSK-0003,2,Paypal
2025-04-17 20:56:32.342170,Michael Jarvis,03:47:50,"West Kurtside, Alaska, Barbados - 69402",AUTO-OIL-0001,2,Credit Card
2025-04-08 16:55:18.780677,Mr. Joseph Frank III,12:58:36,"Jenniferville, Texas, France - 42643",FURN-BED-0003,3,Debit Card
2025-04-23 16:55:20.856509,Tyler Johnson,22:32:32,"Kristinberg, Massachusetts, Nicaragua - 82740",GROC-SNK-0002,4,Debit Card
2025-04-08 08:24:50.165544,Sheryl Hall,16:37:27,"Charleschester, Nebraska, Niue - 97786",AUTO-OIL-0001,4,Credit Card
2025-04-06 08:45:19.323044,Dr. Michael Adams,19:00:37,"Wesleybury, Wyoming, Pitcairn Islands - 82501",FURN-CHR-0010,1,Credit Card
2025-04-06 15:11:02.966755,Teresa Everett,03:12:56,"Williamsonchester, Ohio, El Salvador - 13856",APPR-JKT-0009,2,Debit Card
2025-04-17 17:33:57.702244,Ashley Norris,10:06:47,"Orozcoville, Connecticut, Guyana - 03014",APPR-JNS-0013,1,Credit Card
2025-04-19 15:55:43.220142,Damon Davis,06:46:35,"East Jenniferburgh, Idaho, Kiribati - 48549",ELEC-TAB-0006,3,Credit Card
2025-04-19 19:11:18.313972,Allison Miller,18:30:58,"Mcintyrebury, Maryland, Saint Pierre and Miquelon - 99658",ELEC-LAP-0005,3,Debit Card
2025-04-23 03:31:59.135997,Douglas Johnson,09:19:36,"Jameston, Idaho, Mayotte - 18615",ELEC-LAP-0008,4,Credit Card
2025-04-25 23:44:49.123333,April Potter,19:05:44,"Davidburgh, Connecticut, Morocco - 20261",ELEC-SM-0001,3,Credit Card
2025-04-16 22:33:19.291034,Kenneth White,19:40:32,"Tabithafort, Michigan, Bermuda - 17153",FURN-DSK-0006,4,Paypal
2025-04-10 01:03:46.067980,Justin Rosales,00:32:37,"Port James, Kentucky, Bouvet Island (Bouvetoya) - 19364",GROC-BEV-0010,4,Credit Card
2025-04-11 14:30:39.378453,Bailey Bell,02:30:26,"South Michaelton, New Mexico, Senegal - 83715",FURN-CAB-0006,2,Paypal
2025-04-10 04:16:50.081632,Dean Smith,23:51:39,"East Cindy, Alabama, Burkina Faso - 83540",APPR-JKT-0003,2,Paypal
2025-04-19 01:44:52.221058,Matthew Hebert,22:13:57,"Port Lance, North Dakota, Bangladesh - 54251",ELEC-CAM-0005,5,Debit Card
2025-04-28 18:00:29.168322,Daniel Hunt,22:59:59,"Aaronfort, Washington, Sudan - 50793",ELEC-CAM-0008,2,Credit Card
2025-04-14 03:16:18.983128,Holly Sutton,11:52:55,"Lake Taraville, Massachusetts, Morocco - 76238",GROC-BEV-0009,5,Credit Card
2025-04-06 23:42:11.100485,Gregory Wallace,15:43:33,"South Tony, Texas, Argentina - 21749",APPR-SHT-0003,2,Debit Card
2025-04-14 05:04:25.501902,Randy Hunt,18:27:22,"Martineztown, Missouri, Wallis and Futuna - 93886",FURN-CHR-0007,3,Paypal
2025-04-26 22:20:08.493768,Mario Young,17:08:42,"Christopherhaven, New Hampshire, Sao Tome and Principe - 85328",FURN-DSK-0008,3,Credit Card
2025-04-30 02:15:22.640819,Theresa Davis,23:53:44,"Port Sabrinamouth, Utah, Afghanistan - 12082",APPR-JNS-0002,4,Paypal
2025-04-27 21:57:37.603861,John Hall,13:35:23,"East Robert, Alabama, Albania - 98096",ELEC-SM-0005,1,Paypal
2025-04-10 22:58:53.020957,Matthew Williams,08:04:47,"Kathleenmouth, Nevada, Guam - 31056",GROC-SNK-0002,1,Paypal
2025-04-18 07:28:05.149132,Kiara Stephens,17:19:53,"Stricklandchester, Alabama, Turks and Caicos Islands - 58824",FURN-CHR-0011,3,Debit Card
2025-05-01 04:36:49.163287,Barbara Marks,21:19:15,"Port Herbertshire, Tennessee, Nigeria - 84003",ELEC-SM-0010,1,Debit Card
2025-04-18 06:56:18.855039,Christie Mcguire,17:21:45,"Pamelachester, Idaho, Hungary - 88950",GROC-FRT-0004,1,Paypal
2025-04-22 08:02:58.988844,Mrs. Kimberly Smith,18:23:08,"Erinbury, Arizona, Czech Republic - 78515",AUTO-OIL-0011,1,Paypal
2025-04-03 16:03:20.290074,Amy Walker,11:57:27,"New Michael, Iowa, Montserrat - 35857",ELEC-SM-0003,5,Debit Card
2025-04-17 20:25:34.508946,Candice Bryant,12:08:38,"New Debbieland, Washington, United States Minor Outlying Islands - 40429",APPR-SHT-0004,3,Paypal
2025-04-15 05:40:59.395521,Tammy Mitchell,02:00:26,"Port Sharon, Arizona, Guam - 74420",ELEC-LAP-0007,3,Credit Card
2025-04-11 01:12:05.570234,Erika Moss,10:46:12,"East Eric, Oregon, Cyprus - 02567",FURN-CHR-0009,5,Credit Card
2025-04-16 11:59:33.867469,Kyle Ramos,16:14:27,"New Heather, Iowa, Anguilla - 57815",ELEC-LAP-0008,3,Paypal
2025-05-03 00:49:09.995174,Joanna Woods,17:39:19,"South Richardmouth, Florida, French Guiana - 21247",APPR-JNS-0012,4,Paypal
2025-04-29 08:01:31.856129,Daniel Hall,08:39:36,"New Joshuaview, South Dakota, Togo - 23767",APPR-SHT-0004,5,Debit Card
2025-04-05 05:34:08.657971,Katherine Pittman,05:01:05,"Jessicastad, Oklahoma, Cambodia - 07075",AUTO-OIL-0003,3,Paypal
2025-04-24 04:58:30.463113,Audrey Torres,01:55:31,"Tammyview, Utah, United Kingdom - 70947",APPR-JNS-0005,1,Debit Card
2025-04-13 03:33:59.848001,Sydney Ellison,18:32:34,"Leachville, Kentucky, Brunei Darussalam - 63474",ELEC-CAM-0009,4,Debit Card
2025-04-26 00:20:19.704613,Pamela Johnson,20:41:11,"Jamesmouth, Indiana, Russian Federation - 23931",ELEC-CAM-0008,1,Paypal
2025-04-06 21:51:29.320420,Wayne Chan,14:48:22,"New Christopherchester, Mississippi, Mongolia - 16848",APPR-JKT-0015,3,Credit Card
2025-04-18 04:32:14.314435,Holly Moore,19:56:39,"South Denise, North Dakota, Korea - 09309",FURN-BED-0003,4,Paypal
2025-04-07 17:15:50.353269,Sheri Ryan,12:33:02,"Robertview, Arkansas, Monaco - 06796",AUTO-TIR-0001,5,Credit Card
2025-04-25 10:09:10.889240,Amy Bush,20:35:59,"West Austinport, New Mexico, Marshall Islands - 39473",FURN-CHR-0011,4,Debit Card
2025-04-10 20:35:17.041020,Daniel Lopez,05:44:27,"Lifurt, Oregon, Monaco - 58913",AUTO-FIL-0005,1,Credit Card
2025-04-07 21:39:19.837223,Mark Hart,20:59:09,"Lewistown, Utah, United States Minor Outlying Islands - 12419",ELEC-LAP-0008,5,Credit Card
2025-04-25 13:53:40.384138,James Kemp,02:00:47,"Morrisonton, Ohio, Finland - 49599",GROC-VEG-0001,5,Credit Card
