product_id,product_category,product_subcategory,price,listprice,discountprice,supplier,product_availability,eta,order_placement,customer_name,time_of_order,location,quantity,payment_method,carrier,tracking_number,shipment_date,estimated_delivery,actual_delivery,status
FURN-BED-0007,Furniture,Beds,$484.75,,,"Supplier_9, Supplier_4",,,2025-04-04 05:35:12.961686,Kimberly Thompson,04:13:16,"West Bryan, Nevada, Gambia - 35832",3.0,Paypal,Walters LLC,hvp-83693320,2025-04-06,2025-04-11,2025-04-11,Delivered
ELEC-CAM-0002,Electronics,Cameras,$843.62,,,"Supplier_2, Supplier_10",,,2025-04-10 20:49:12.722753,Emily Perez,22:27:03,"Caitlinland, Florida, Dominica - 92918",3.0,Debit Card,Yates LLC,wND-69301966,2025-04-12,2025-04-16,2025-04-16,Delivered
APPR-SHT-0001,Apparel,Shirts,"$1,160.53",,,Supplier_10,,,2025-04-07 15:00:08.555845,Joel Johnston,20:03:57,"Port Cynthia, Oregon, Cook Islands - 20218",4.0,Paypal,Peterson-Smith,WxH-55990987,2025-04-07,2025-04-13,2025-04-13,Delivered
FURN-CAB-0004,Furniture,Cabinets,"$1,497.71",,,Supplier_8,,,2025-04-23 19:19:34.572519,Aaron Sanchez,05:29:38,"North Kellytown, New York, Maldives - 10489",2.0,Paypal,Graves Ltd,bSP-14441500,2025-04-25,2025-04-29,2025-05-01,Delayed
APPR-SHS-0005,Apparel,Shoes,"$1,111.78",,,Supplier_5,,,2025-04-21 19:25:43.491810,Dr. Gregory Ruiz,10:02:25,"Davieston, Missouri, American Samoa - 50577",3.0,Debit Card,Zavala-Butler,VaT-12635741,2025-04-23,2025-04-30,2025-04-30,Delivered
AUTO-FIL-0005,Automotive,Filters,$282.10,,,Supplier_3,,,2025-04-04 01:13:25.389631,Lisa Cooper,13:18:48,"Port Steven, Arkansas, French Southern Territories - 44688",3.0,Debit Card,"Boone, Stokes and Torres",ohp-39767318,2025-04-04,2025-04-10,2025-04-10,Delivered
APPR-SHT-0010,Apparel,Shirts,"$1,275.61",,,"Supplier_5, Supplier_4",,,2025-04-03 21:08:00.631616,Bobby Fuentes,22:02:00,"Jamesbury, New Jersey, Comoros - 52959",1.0,Debit Card,"Humphrey, Solomon and Brown",dhw-53536122,2025-04-04,2025-04-07,2025-04-07,Delivered
APPR-SHT-0009,Apparel,Shirts,$838.60,,,"Supplier_6, Supplier_8",,,2025-05-02 01:17:02.535310,John Chapman,11:17:35,"South Travisstad, New York, Bahrain - 49068",2.0,Debit Card,Martin-Farmer,zPj-74201076,2025-05-04,2025-05-06,,Out for Delivery
GROC-VEG-0001,Groceries,Vegetables,"$1,578.70",,,"Supplier_8, Supplier_6",,,2025-04-16 19:17:28.293935,Joshua Castro,20:03:06,"South Eric, California, American Samoa - 97578",2.0,Paypal,"Thompson, Williamson and Robinson",tvx-52261862,2025-04-16,2025-04-21,,Cancelled
AUTO-BAT-0005,Automotive,Batteries,$305.29,,,Supplier_6,,,2025-04-19 13:25:34.853595,Benjamin Tapia,20:17:48,"South Robertton, North Carolina, Mauritania - 70747",3.0,Paypal,"Moreno, Ross and Smith",UJS-16482708,2025-04-20,2025-04-25,2025-04-28,Delayed
GROC-BEV-0009,Groceries,Beverages,$949.25,,,Supplier_7,,,2025-04-28 14:35:15.989050,Joshua Williams,00:26:16,"Jimmyview, Georgia, French Guiana - 17765",1.0,Credit Card,Barber LLC,hss-56970514,2025-04-29,2025-05-03,,Cancelled
AUTO-BAT-0005,Automotive,Batteries,$305.29,,,Supplier_6,,,2025-04-10 05:18:55.001052,Cassandra Barber,03:46:56,"Keithfurt, Tennessee, Tuvalu - 87808",5.0,Debit Card,Warren LLC,YQE-95599922,2025-04-10,2025-04-16,,Out for Delivery
APPR-JKT-0001,Apparel,Jackets,$572.79,,,Supplier_4,,,2025-04-21 20:40:21.720615,Amber Gregory,05:13:44,"New Sandrafort, Utah, Guadeloupe - 09475",3.0,Credit Card,Wolf and Sons,HdG-53747845,2025-04-21,2025-04-27,,Cancelled
AUTO-OIL-0002,Automotive,Oil,"$1,570.51",,,Supplier_5,,,2025-04-30 11:05:44.104498,Whitney Ray,01:39:47,"Watkinsshire, Florida, American Samoa - 87413",2.0,Paypal,"Owen, Miller and Barnes",UlF-84364720,2025-05-02,2025-05-07,,In Transit
GROC-BEV-0004,Groceries,Beverages,$501.70,,,Supplier_8,,,2025-04-19 04:22:32.499102,David Williams,08:02:59,"Hernandezland, South Dakota, Palau - 14821",1.0,Debit Card,"Casey, Norman and Robinson",Bun-97545902,2025-04-20,2025-04-25,2025-04-25,Delivered
FURN-CAB-0003,Furniture,Cabinets,"$1,337.57",,,Supplier_7,,,2025-05-03 09:07:40.775762,Ashley Jenkins,22:23:50,"South Robertburgh, Iowa, Fiji - 65293",1.0,Credit Card,Jones-White,EcJ-55494945,2025-05-03,2025-05-09,,In Transit
ELEC-SM-0003,Electronics,Smartphones,"$1,475.56",,,Supplier_3,,,2025-04-05 06:10:10.905060,Sarah Camacho,01:21:13,"Rachelhaven, Texas, Taiwan - 30133",2.0,Credit Card,Ball Inc,QtJ-25589711,2025-04-06,2025-04-08,2025-04-08,Delivered
ELEC-TAB-0001,Electronics,Tablets,"$1,659.04",,,Supplier_6,,,2025-04-26 22:05:16.802866,Danielle Chapman,07:24:39,"Williamston, Pennsylvania, Italy - 66934",4.0,Credit Card,"Powell, Davis and Peterson",PjC-84999719,2025-04-26,2025-05-01,2025-05-02,Delayed
ELEC-LAP-0003,Electronics,Laptops,"$1,804.80",,,"Supplier_1, Supplier_4",,,2025-04-08 03:29:45.498580,Kathleen Nelson,20:40:09,"South Joshua, Utah, Vanuatu - 52121",4.0,Debit Card,Newton Group,rgQ-67243127,2025-04-08,2025-04-11,,In Transit
GROC-BEV-0005,Groceries,Beverages,$787.19,,,"Supplier_6, Supplier_10",,,2025-04-04 14:34:39.007061,Felicia Nelson,22:05:31,"Port Laurastad, California, Cocos (Keeling) Islands - 26126",3.0,Credit Card,Davis Ltd,qnP-90550121,2025-04-04,2025-04-11,2025-04-11,Delivered
AUTO-FIL-0003,Automotive,Filters,$680.63,,,"Supplier_2, Supplier_10",,,2025-04-07 17:10:07.042459,Brandon Castro,10:53:45,"Hatfieldview, Illinois, Greece - 80112",2.0,Paypal,Pierce Ltd,xBM-18934703,2025-04-09,2025-04-12,2025-04-12,Delivered
GROC-SNK-0003,Groceries,Snacks,$408.07,,,"Supplier_6, Supplier_7",,,2025-04-20 06:20:02.295870,Mary Ramos,02:58:56,"Alvaradochester, Delaware, Holy See (Vatican City State) - 11625",1.0,Paypal,Thomas-Warren,PzV-00373287,2025-04-20,2025-04-23,2025-04-23,Delivered
FURN-CHR-0007,Furniture,Chairs,$331.68,,,Supplier_3,,,2025-05-02 18:13:53.149098,Michael Martin,11:36:44,"North Tammy, Washington, Belize - 50274",1.0,Credit Card,"Miller, Ramos and Poole",WVi-47183806,2025-05-02,2025-05-04,2025-05-07,Delayed
ELEC-CAM-0004,Electronics,Cameras,$181.78,,,Supplier_2,,,2025-04-22 20:53:50.142863,Mary Smith,00:43:53,"North Sean, Oregon, Djibouti - 23806",3.0,Credit Card,"Suarez, Morris and Parker",TNa-18904361,2025-04-24,2025-04-29,,Cancelled
APPR-SHS-0003,Apparel,Shoes,$436.33,,,"Supplier_3, Supplier_2",,,2025-04-30 16:09:02.375671,Keith Rasmussen,16:12:05,"Carterview, New York, Sudan - 06664",5.0,Debit Card,Lee-Winters,zXq-25168493,2025-05-02,2025-05-08,,Processing
GROC-VEG-0003,Groceries,Vegetables,$662.29,,,"Supplier_5, Supplier_6",,,2025-04-25 13:09:39.074006,Craig Montoya,19:34:33,"Anatown, Georgia, Palau - 58475",1.0,Debit Card,"Barnes, Rodriguez and King",agF-46748714,2025-04-26,2025-04-29,,Out for Delivery
ELEC-LAP-0001,Electronics,Laptops,$493.64,,,Supplier_10,,,2025-04-07 08:36:52.671843,Kelly Weaver,09:14:18,"North Luis, Tennessee, Samoa - 56601",3.0,Debit Card,Clark PLC,hwT-57037900,2025-04-08,2025-04-11,2025-04-11,Delivered
APPR-JKT-0003,Apparel,Jackets,"$1,414.27",,,Supplier_3,,,2025-05-02 05:01:13.480264,Edward Weber,17:58:32,"Lemouth, Connecticut, Ireland - 67697",2.0,Credit Card,"Moses, Mathis and Hansen",INI-59295070,2025-05-04,2025-05-07,,Cancelled
FURN-BED-0003,Furniture,Beds,"$1,275.81",,,Supplier_9,,,2025-04-29 10:22:02.278278,Travis Olson,21:41:07,"Ramseyshire, Colorado, Poland - 71488",3.0,Credit Card,Randolph-Potts,UUP-41667918,2025-04-29,2025-05-04,2025-05-04,Delivered
AUTO-FIL-0008,Automotive,Filters,$856.33,,,Supplier_1,,,2025-04-09 06:27:28.712419,Tammy Hampton,15:51:24,"Estesmouth, Iowa, Kiribati - 91018",4.0,Credit Card,Nash-Garrett,yhu-78298308,2025-04-10,2025-04-17,,In Transit
ELEC-CAM-0008,Electronics,Cameras,$108.09,,,Supplier_3,,,2025-04-04 08:51:09.858814,Justin Hawkins,06:45:49,"Port Brianna, Rhode Island, Martinique - 78384",4.0,Credit Card,"Ramsey, Anderson and Phillips",PRz-32727140,2025-04-04,2025-04-10,,Processing
ELEC-CAM-0003,Electronics,Cameras,"$1,775.69",,,"Supplier_6, Supplier_10",,,2025-04-29 23:49:45.233637,Anthony Fox,05:45:26,"Lake Cesar, Rhode Island, Saint Martin - 86058",5.0,Debit Card,"Juarez, Reyes and Valdez",hww-90140307,2025-04-30,2025-05-04,,Order Received
GROC-FRT-0001,Groceries,Fruits,$554.72,,,"Supplier_1, Supplier_2",,,2025-04-25 20:21:01.910768,Nicholas Taylor,07:04:17,"Natashastad, New York, Malawi - 49794",1.0,Paypal,Roberts PLC,loz-59107303,2025-04-26,2025-04-28,,Cancelled
FURN-BED-0003,Furniture,Beds,"$1,275.81",,,Supplier_9,,,2025-04-26 22:36:36.247875,Sarah Gray,04:07:46,"Lake Anthony, Maryland, Puerto Rico - 50757",2.0,Credit Card,Knapp-Fields,Ghr-75526531,2025-04-28,2025-05-03,2025-05-05,Delayed
GROC-FRT-0004,Groceries,Fruits,"$1,392.07",,,"Supplier_1, Supplier_6",,,2025-04-17 08:54:05.613599,Donald Patel,23:59:07,"Tuckerburgh, North Dakota, Papua New Guinea - 03675",5.0,Credit Card,"Lewis, Harrison and Nelson",ksI-60800940,2025-04-19,2025-04-24,,In Transit
AUTO-FIL-0004,Automotive,Filters,"$1,246.55",,,"Supplier_3, Supplier_2",,,2025-05-02 22:52:11.280333,Christopher Little,02:51:47,"South Russell, California, Luxembourg - 70123",2.0,Paypal,Rubio and Sons,MAo-04778925,2025-05-04,2025-05-07,2025-05-07,Delivered
ELEC-TAB-0002,Electronics,Tablets,"$1,581.06",,,Supplier_5,,,2025-04-05 02:51:35.823012,Lawrence Bailey,02:54:49,"Jessicamouth, North Dakota, Estonia - 03248",3.0,Debit Card,"Gutierrez, Davis and Mann",vYW-63984671,2025-04-07,2025-04-13,,In Transit
AUTO-FIL-0008,Automotive,Filters,$856.33,,,Supplier_1,,,2025-04-06 02:34:15.632084,Lucas Henderson,15:09:49,"Troyfort, Florida, Norfolk Island - 66273",4.0,Credit Card,Paul PLC,AWj-25972944,2025-04-08,2025-04-13,,In Transit
FURN-CAB-0005,Furniture,Cabinets,$181.83,,,Supplier_6,,,2025-04-12 15:43:18.836532,Theresa Zimmerman,06:06:51,"Lake Michael, New York, Norway - 85141",4.0,Debit Card,"Pineda, Diaz and Harris",iqp-52767767,2025-04-14,2025-04-17,,Out for Delivery
FURN-CHR-0009,Furniture,Chairs,$627.34,,,Supplier_1,,,2025-04-18 00:40:28.178604,Kristen Pierce,06:24:02,"South Deborah, Tennessee, Libyan Arab Jamahiriya - 84252",5.0,Credit Card,Perez and Sons,lnK-49693493,2025-04-19,2025-04-25,2025-04-25,Delivered
APPR-JNS-0002,Apparel,Jeans,$545.89,,,Supplier_8,,,2025-04-28 01:23:14.574011,Rachael Foster,09:14:20,"New Jasonshire, Wyoming, Equatorial Guinea - 29353",4.0,Paypal,"Smith, Scott and Butler",Dyq-78809314,2025-04-30,2025-05-04,2025-05-04,Delivered
FURN-BED-0001,Furniture,Beds,$289.49,,,Supplier_7,,,2025-04-04 10:23:33.646919,Carrie Freeman,18:17:29,"West Brittney, Virginia, Azerbaijan - 94842",3.0,Credit Card,"Friedman, Perkins and Garza",AAl-66915638,2025-04-06,2025-04-13,2025-04-14,Delayed
APPR-SHT-0009,Apparel,Shirts,$838.60,,,"Supplier_6, Supplier_8",,,2025-04-11 05:47:27.987276,Alexis Avila,13:37:39,"Port Alexandriamouth, Nevada, Comoros - 33103",5.0,Credit Card,"Perez, Kelly and Brown",Nkg-96973549,2025-04-11,2025-04-17,2025-04-17,Delivered
GROC-FRT-0004,Groceries,Fruits,"$1,392.07",,,"Supplier_1, Supplier_6",,,2025-04-18 07:49:30.498482,Erica Cole,03:36:55,"East Christianchester, Vermont, Sudan - 21399",3.0,Paypal,Gibson Ltd,ToZ-80098993,2025-04-18,2025-04-25,2025-04-25,Delivered
FURN-CHR-0002,Furniture,Chairs,$50.51,,,Supplier_9,,,2025-04-30 13:06:50.800096,Nicholas Jackson,22:18:18,"Alyssaville, New Hampshire, Qatar - 43486",3.0,Paypal,Hurst-Lynch,MTT-16292022,2025-04-30,2025-05-06,2025-05-06,Delivered
FURN-BED-0004,Furniture,Beds,$647.14,,,"Supplier_10, Supplier_2",,,2025-04-06 20:28:43.636363,Paige Li,13:53:22,"East Ryanmouth, Utah, Germany - 56507",5.0,Credit Card,"Gillespie, Bright and Olson",QhZ-62946120,2025-04-07,2025-04-10,2025-04-10,Delivered
GROC-FRT-0001,Groceries,Fruits,$554.72,,,"Supplier_1, Supplier_2",,,2025-04-22 04:05:11.122287,Troy Rodriguez,18:10:36,"Lake Billyside, West Virginia, Peru - 48545",2.0,Credit Card,"Ross, Campbell and Rodriguez",BGA-14860726,2025-04-22,2025-04-27,,In Transit
APPR-SHS-0002,Apparel,Shoes,$390.74,,,Supplier_5,,,2025-04-28 20:16:26.673239,Perry Long,16:55:41,"Williamsland, Tennessee, Norfolk Island - 04273",1.0,Paypal,Tran-Scott,AtQ-11056187,2025-04-28,2025-05-05,,In Transit
ELEC-CAM-0003,Electronics,Cameras,"$1,775.69",,,"Supplier_6, Supplier_10",,,2025-04-08 16:19:44.023175,Linda Gill,02:30:17,"North Brandon, Indiana, Singapore - 52061",4.0,Debit Card,Olson Ltd,mJs-32114758,2025-04-10,2025-04-12,,In Transit
AUTO-FIL-0006,Automotive,Filters,$771.81,,,Supplier_2,,,2025-04-11 19:44:22.137605,Caroline Graham,18:52:47,"New Dominiquemouth, Michigan, Saint Kitts and Nevis - 14393",4.0,Paypal,"Padilla, Duncan and Schwartz",Syt-85763135,2025-04-12,2025-04-18,2025-04-18,Delivered
APPR-SHS-0008,Apparel,Shoes,$51.01,,,"Supplier_4, Supplier_2",,,2025-04-24 07:08:36.385033,Kevin Andrews,07:27:23,"Curryport, Wyoming, Philippines - 86170",2.0,Credit Card,Cruz Group,VBz-68767861,2025-04-25,2025-04-30,,In Transit
APPR-SHT-0005,Apparel,Shirts,$867.24,,,"Supplier_1, Supplier_3",,,2025-04-17 00:54:04.785872,Vicki Lang,00:24:49,"Ryanside, Oklahoma, Denmark - 33674",2.0,Paypal,"Mack, Yu and Gill",BUR-74885141,2025-04-18,2025-04-22,,In Transit
APPR-SHS-0007,Apparel,Shoes,$755.58,,,Supplier_9,,,2025-05-03 05:28:13.051411,Tina Bell,10:36:45,"North Nicholaston, Tennessee, Iraq - 59662",1.0,Debit Card,Armstrong PLC,JbB-73747214,2025-05-04,2025-05-10,,Order Received
AUTO-FIL-0009,Automotive,Filters,$796.77,,,Supplier_7,,,2025-05-01 08:03:50.359177,Brett Campos,19:52:05,"Walkerborough, Delaware, Estonia - 39795",2.0,Paypal,"Jones, Bailey and Pearson",hRU-81150376,2025-05-01,2025-05-07,,Cancelled
APPR-JNS-0001,Apparel,Jeans,$459.48,,,Supplier_7,,,2025-04-27 15:59:45.163734,Ryan Robinson,02:53:38,"Walkerberg, Washington, Niger - 44271",1.0,Paypal,Cain-Hansen,oVT-33227369,2025-04-28,2025-05-02,,Cancelled
AUTO-FIL-0003,Automotive,Filters,$680.63,,,"Supplier_2, Supplier_10",,,2025-04-07 00:03:45.542616,Jonathan Hill,23:27:13,"Christopherfort, Wisconsin, Cape Verde - 83781",3.0,Credit Card,"Farrell, Nunez and Ruiz",MRc-22810458,2025-04-09,2025-04-13,2025-04-13,Delivered
APPR-SHS-0001,Apparel,Shoes,$959.30,,,"Supplier_9, Supplier_6",,,2025-04-22 07:48:39.600993,Sarah Lee DDS,09:46:37,"West Jerryview, Texas, Cambodia - 23873",4.0,Paypal,Chambers Inc,bTa-70762522,2025-04-22,2025-04-28,,In Transit
ELEC-CAM-0004,Electronics,Cameras,$181.78,,,Supplier_2,,,2025-04-13 11:49:44.144876,Jane Vargas,17:55:43,"Lake Joseph, Virginia, Marshall Islands - 26536",4.0,Credit Card,Brown-Walters,nwr-42333963,2025-04-15,2025-04-22,2025-04-22,Delivered
FURN-CHR-0006,Furniture,Chairs,$150.69,,,Supplier_2,,,2025-04-19 01:14:38.032665,Christopher Fisher,10:33:13,"Lake Kristine, Virginia, Korea - 25316",2.0,Debit Card,Myers PLC,WRW-89063368,2025-04-20,2025-04-24,,Order Received
ELEC-LAP-0003,Electronics,Laptops,"$1,804.80",,,"Supplier_1, Supplier_4",,,2025-04-04 08:25:14.137678,Mary Simon,09:25:36,"East George, Utah, Taiwan - 54534",5.0,Paypal,Bailey-Perez,unm-31990888,2025-04-04,2025-04-06,2025-04-06,Delivered
GROC-FRT-0006,Groceries,Fruits,"$1,504.54",,,Supplier_8,,,2025-04-08 05:36:09.933578,Kimberly Morris,00:59:18,"New Jeremyside, Georgia, Pakistan - 36785",2.0,Credit Card,Conner Inc,GCw-66747154,2025-04-08,2025-04-14,2025-04-14,Delivered
FURN-BED-0004,Furniture,Beds,$647.14,,,"Supplier_10, Supplier_2",,,2025-04-28 05:44:12.233387,Jonathan Rogers,04:51:37,"West Billy, Kentucky, Nepal - 10041",2.0,Paypal,"Garrett, Garcia and Higgins",VoI-11901617,2025-04-28,2025-05-04,,In Transit
APPR-JNS-0002,Apparel,Jeans,$545.89,,,Supplier_8,,,2025-04-29 07:20:27.912981,Christopher Moore II,02:56:13,"North Brandonmouth, Montana, Cambodia - 72884",3.0,Credit Card,Brown-Jennings,Qop-08057297,2025-04-29,2025-05-03,2025-05-03,Delivered
AUTO-FIL-0008,Automotive,Filters,$856.33,,,Supplier_1,,,2025-04-26 11:26:41.979893,David Armstrong,07:34:24,"New Manuel, Mississippi, Myanmar - 64230",1.0,Credit Card,Joseph and Sons,YYL-55282034,2025-04-26,2025-05-01,,Out for Delivery
APPR-SHS-0003,Apparel,Shoes,$436.33,,,"Supplier_3, Supplier_2",,,2025-04-27 10:58:44.941096,Katherine Reynolds,20:21:54,"East Michellefort, New Hampshire, Peru - 23834",4.0,Paypal,Hall-Stewart,jQf-23525616,2025-04-27,2025-04-29,,Processing
AUTO-FIL-0002,Automotive,Filters,$922.24,,,Supplier_3,,,2025-04-25 05:36:42.536989,Matthew Hoffman,17:38:50,"South Michele, Michigan, Gabon - 24623",3.0,Credit Card,"Gonzalez, Coleman and Guerrero",PeU-99631364,2025-04-27,2025-05-02,,Order Received
APPR-JKT-0002,Apparel,Jackets,"$1,163.29",,,Supplier_3,,,2025-05-02 15:57:01.501974,Katherine Fields,06:55:47,"Miguelstad, Ohio, Myanmar - 27680",1.0,Debit Card,"Clay, Doyle and Powers",etj-47150519,2025-05-04,2025-05-10,,Cancelled
ELEC-CAM-0008,Electronics,Cameras,$108.09,,,Supplier_3,,,2025-04-25 00:04:59.110414,Stephanie Perez,05:01:43,"East Michaelburgh, North Dakota, Kuwait - 48049",3.0,Paypal,Evans Ltd,Tni-25533888,2025-04-25,2025-05-01,,Cancelled
AUTO-TIR-0004,Automotive,Tires,$514.26,,,Supplier_2,,,2025-04-24 10:59:32.423071,Thomas Johnson,16:27:03,"Thomastown, Tennessee, Australia - 10058",5.0,Paypal,Cisneros-Campbell,zlF-72746879,2025-04-25,2025-04-30,,In Transit
APPR-JNS-0001,Apparel,Jeans,$459.48,,,Supplier_7,,,2025-04-16 08:45:21.603468,Jeffrey Odonnell,18:46:53,"Smithburgh, Michigan, Pakistan - 31845",1.0,Credit Card,Holt-Joseph,lQA-84386733,2025-04-16,2025-04-20,2025-04-20,Delivered
ELEC-SM-0007,Electronics,Smartphones,$524.44,,,"Supplier_4, Supplier_2",,,2025-04-14 17:49:47.882919,Caroline Singleton,18:07:15,"North Corey, Michigan, Chile - 77106",3.0,Debit Card,Harper Inc,rBq-87492672,2025-04-15,2025-04-22,,Cancelled
GROC-BEV-0006,Groceries,Beverages,"$1,119.67",,,Supplier_6,,,2025-04-11 17:45:59.426647,Nicholas Raymond,23:08:47,"West Kimberlyville, Kansas, United Kingdom - 46920",3.0,Credit Card,Williams Group,kVr-14006802,2025-04-13,2025-04-17,2025-04-17,Delivered
GROC-VEG-0008,Groceries,Vegetables,$689.03,,,Supplier_2,,,2025-04-21 10:57:19.669094,Lauren Roy,18:54:50,"Maryport, New Hampshire, Singapore - 53962",1.0,Debit Card,Reynolds Ltd,KWm-37045510,2025-04-23,2025-04-26,,In Transit
APPR-JKT-0001,Apparel,Jackets,$572.79,,,Supplier_4,,,2025-04-10 17:06:57.036800,Caitlin Davis,01:40:13,"Websterside, Illinois, Grenada - 70194",2.0,Credit Card,Robertson-Dawson,RUt-65864787,2025-04-12,2025-04-17,,In Transit
ELEC-LAP-0007,Electronics,Laptops,$228.88,,,Supplier_2,,,2025-04-20 10:07:12.701336,Madison Klein,01:08:35,"Lake Ronaldfurt, Vermont, Albania - 82573",1.0,Paypal,Keller-Reeves,ZOm-95993162,2025-04-21,2025-04-25,,Out for Delivery
ELEC-TAB-0002,Electronics,Tablets,"$1,581.06",,,Supplier_5,,,2025-04-11 12:34:25.629047,Dr. Felicia Parker DDS,04:04:55,"Lake James, Alabama, Saint Vincent and the Grenadines - 09753",1.0,Credit Card,"Johnson, Reed and Thompson",gSJ-03539555,2025-04-13,2025-04-15,2025-04-15,Delivered
ELEC-CAM-0009,Electronics,Cameras,$122.44,,,Supplier_1,,,2025-04-05 11:08:19.717434,James Lynch,02:53:37,"Melissafort, Ohio, Belgium - 80798",2.0,Credit Card,Moran and Sons,fSJ-93765385,2025-04-07,2025-04-10,2025-04-10,Delivered
FURN-CAB-0004,Furniture,Cabinets,"$1,497.71",,,Supplier_8,,,2025-04-10 12:19:16.980443,Mercedes Lee,04:47:07,"North Ashley, North Dakota, United Arab Emirates - 42195",4.0,Debit Card,Anderson-Johnson,ODb-55208466,2025-04-10,2025-04-14,2025-04-14,Delivered
ELEC-CAM-0009,Electronics,Cameras,$122.44,,,Supplier_1,,,2025-05-02 12:09:12.375799,John Gibson,20:50:53,"Delgadomouth, Maine, Malta - 34577",1.0,Credit Card,Mills-Richardson,AIz-03175597,2025-05-03,2025-05-08,,In Transit
GROC-FRT-0005,Groceries,Fruits,"$1,046.64",,,Supplier_10,,,2025-04-24 08:02:32.809273,Jeffrey Willis,08:43:04,"Elizabethville, New Mexico, Vanuatu - 92896",2.0,Debit Card,Barron Ltd,qwS-39102061,2025-04-24,2025-04-26,2025-04-26,Delivered
AUTO-FIL-0004,Automotive,Filters,"$1,246.55",,,"Supplier_3, Supplier_2",,,2025-04-27 05:58:12.391776,Marcus Rojas,20:50:04,"Robinsonside, South Dakota, Ethiopia - 97054",1.0,Credit Card,"Morrison, Miller and Howe",Csw-51819707,2025-04-28,2025-05-04,,Processing
FURN-CHR-0006,Furniture,Chairs,$150.69,,,Supplier_2,,,2025-04-21 14:54:07.081769,Patrick Young,07:02:56,"East Anthonyview, Pennsylvania, American Samoa - 29994",3.0,Paypal,"Byrd, Beck and Gardner",OfN-18418681,2025-04-23,2025-04-29,2025-04-29,Delivered
FURN-CHR-0003,Furniture,Chairs,$382.85,,,Supplier_8,,,2025-04-27 13:49:05.415897,Jeffrey Fleming,19:44:38,"Sheilastad, Louisiana, Australia - 74381",3.0,Credit Card,"Taylor, Shepard and Blake",zLe-74730322,2025-04-29,2025-05-04,,Processing
APPR-SHS-0001,Apparel,Shoes,$959.30,,,"Supplier_9, Supplier_6",,,2025-04-19 00:20:29.845891,Angela Smith,17:24:11,"Port Pedro, Wyoming, Tonga - 18132",2.0,Paypal,"Monroe, Berry and Ryan",JiD-48675316,2025-04-21,2025-04-24,2025-04-24,Delivered
APPR-SHS-0003,Apparel,Shoes,$436.33,,,"Supplier_3, Supplier_2",,,2025-05-02 06:02:26.882653,Richard Raymond DVM,02:36:32,"Clarkshire, New Jersey, British Virgin Islands - 66069",3.0,Credit Card,Banks-Holmes,LSm-50747073,2025-05-04,2025-05-08,,In Transit
FURN-CHR-0003,Furniture,Chairs,$382.85,,,Supplier_8,,,2025-05-02 13:34:33.264467,Glenn Sanchez,12:52:30,"Michaelside, Missouri, Qatar - 73507",3.0,Debit Card,Ward-Clayton,Bte-96088138,2025-05-04,2025-05-09,,Cancelled
ELEC-SM-0004,Electronics,Smartphones,"$1,206.10",,,Supplier_7,,,2025-04-17 10:21:42.498192,Brenda Clark,21:56:42,"Kramerfurt, North Carolina, Sudan - 98305",3.0,Credit Card,Leon PLC,glq-43224788,2025-04-19,2025-04-25,2025-04-25,Delivered
APPR-SHT-0011,Apparel,Shirts,"$1,331.58",,,"Supplier_1, Supplier_3",,,2025-04-20 04:29:41.317422,Stephanie Baker,08:37:21,"Meyerstown, Washington, Gabon - 05108",3.0,Debit Card,Moore-Simmons,ZUA-83095479,2025-04-20,2025-04-27,,Processing
ELEC-SM-0009,Electronics,Smartphones,"$1,100.54",,,"Supplier_2, Supplier_7",,,2025-04-23 16:22:16.875643,Michael Porter,09:26:33,"Davidberg, North Carolina, Solomon Islands - 89855",1.0,Credit Card,Hendrix-Martinez,FTu-99310702,2025-04-23,2025-04-28,2025-04-28,Delivered
AUTO-TIR-0003,Automotive,Tires,"$1,035.24",,,"Supplier_9, Supplier_2",,,2025-04-18 05:56:21.634702,Kimberly Martin,20:04:03,"New Angela, Oregon, Tuvalu - 50109",3.0,Credit Card,Taylor PLC,Phm-19202165,2025-04-19,2025-04-23,2025-04-26,Delayed
ELEC-CAM-0005,Electronics,Cameras,$504.93,,,Supplier_5,,,2025-04-20 01:30:42.015751,Miss Jennifer Nash,05:37:45,"North Christopher, Illinois, Botswana - 62664",2.0,Credit Card,Byrd Group,IYs-33785207,2025-04-20,2025-04-27,2025-04-27,Delivered
FURN-DSK-0005,Furniture,Desks,$274.19,,,Supplier_2,,,2025-04-07 16:02:44.235415,Matthew Strong,15:46:58,"North John, Wyoming, Niue - 61709",3.0,Credit Card,Daniel-Sutton,JTe-73145376,2025-04-09,2025-04-13,2025-04-16,Delayed
AUTO-OIL-0001,Automotive,Oil,$649.05,,,"Supplier_3, Supplier_9",,,2025-04-30 06:08:34.441113,Stacy Medina,15:24:02,"Lake Nicolemouth, Michigan, Greenland - 86504",1.0,Debit Card,Davis and Sons,nKm-16933502,2025-04-30,2025-05-03,,In Transit
